gene	p_ebm	n_pep	abun	l2fc	mg
Tada3	0.33624427546463315	2	129.06117298044444	-0.054824351743835584	FALSE
Reep3	0.3362444322718987	3	669.7673262542222	-0.03308099640434727	FALSE
Timm10b	0.33626925357851734	3	115.22941184183334	0.03631385695181995	FALSE
Znf346	0.3367377778925413	3	300.1201452312778	7.093374351190844e-4	FALSE
Slc25a33	0.33683379701710137	2	224.79231554616666	0.044092680851815974	FALSE
Mtarc2	0.33738104754587817	4	1418.9760156909445	-0.0031399288071038865	FALSE
Pakap	0.337383686745737	2	97.10458938388888	-0.07187078741520057	FALSE
Lrrtm4	0.33752189873718547	5	707.5904756719444	-0.011960544422162185	FALSE
Sbf2	0.3375570945520782	3	360.59398834455556	-0.028739904947205606	FALSE
Srrm3	0.3377226444461589	1	146.46057257783335	-0.06092622221312236	FALSE
Tmem62	0.33790379496585937	5	339.8730320553889	0.025289041118195542	FALSE
Reps1	0.33805453435433525	2	190.53875936533333	-0.07627304332411125	FALSE
Megf8	0.33805461355159505	1	36.27244812088889	-0.07183440026960769	FALSE
Dipk2a	0.3381794447553408	5	425.5455693821111	0.027019589024753796	FALSE
Mef2a	0.33825879199237463	1	21.266998286777778	-0.10032621006751045	TRUE
Mccc1	0.33837335987946693	5	949.5569399620556	-0.00851517528860354	FALSE
Atp6v1b2	0.3383832228714819	4	599.5313575788333	-0.028329909115771858	FALSE
Ndufb2	0.3384502618589919	1	123.71449643844444	-0.05318484927606418	FALSE
Hbb-b1	0.33866190214116176	6	1316.5605091159443	-0.10626855995839844	FALSE
Mphosph10	0.3387036007348472	3	176.33756732611113	0.078030524793744	FALSE
Flot1	0.33888248890061995	4	632.3628170327778	-0.03333242548846374	FALSE
Ilf2	0.3388864257466461	3	919.5929974668888	-0.04113134843774317	FALSE
Mre11	0.33895415586884714	3	553.8511702602223	-0.01094587871840973	FALSE
Arhgap10	0.3390268522781326	4	614.2038303279445	-0.06654892423596834	FALSE
Ppig	0.3393592506900887	4	561.2565234737223	0.017465165416218148	FALSE
Cacna1e	0.339487246349564	5	591.1007672478333	0.06379358021438221	FALSE
Gid8	0.33949222545524194	4	280.2586234402222	-0.030462453821408164	FALSE
Kctd1	0.33952819157785824	3	316.6544166567778	0.02748496494219968	FALSE
Olfm2	0.33954115735818763	6	741.4816756122777	-0.05560841979514993	FALSE
Traf6	0.3396060563355545	4	606.3861944563889	-0.04225298676987207	FALSE
Tmem65	0.3398024737106381	2	667.3752494637778	0.053173370812617936	FALSE
Aldh1a3	0.3398151401543893	1	125.11829304583333	-0.059331796445069945	FALSE
Ccm2	0.3400849926078415	4	409.4136819531111	-0.06195345620573825	FALSE
Ahcyl2	0.3405989089189403	6	1501.0189457171666	-0.04000791259924006	FALSE
Ano3	0.3407949458891033	3	190.56319540966666	0.012288312167696472	FALSE
Lsm14b	0.34091197661184275	6	699.7213720101666	0.02174112546720525	FALSE
Sqor	0.34095211783559715	4	584.5470081436667	-0.060315255082185396	TRUE
Rrm1	0.34095806771438425	7	432.0706734847778	-0.03884585749799566	FALSE
Cck	0.3410599449663601	1	178.39261358966667	-0.19082244324385564	FALSE
Chmp2b	0.34126338581297166	5	560.1059331300555	-0.05573306645462843	FALSE
Wdr43	0.3413536248774045	3	213.3121304728889	-0.06232679732575371	FALSE
Taf2	0.34163185928432244	1	104.4678512705	0.05508736717378773	FALSE
Jup	0.34174293340001716	3	147.9491496181111	0.0800694840850397	FALSE
Mpv17	0.34198889535402777	3	994.4815590461667	0.0546519624663515	FALSE
Med31	0.34234590362353434	1	72.24630600677777	-0.07532763196962741	FALSE
Pan2	0.3424777604489851	3	183.07925504561112	-0.08153339873308421	FALSE
Cntn6	0.34260685146830894	4	281.69144346605555	-0.06503650727627401	FALSE
Siah1a	0.34273682504741704	1	84.95340215683333	-0.05077650769809111	FALSE
Cyp2j9	0.34292185913040146	6	836.5251411149444	0.07538617705608079	FALSE
Unc5d	0.3429653820930024	5	396.4479254678889	-0.07313333578996589	FALSE
Gpr37l1	0.3430360272295698	5	511.36524445666663	-0.07579469271537184	FALSE
Hdac11	0.34313855213327854	5	1037.989155460111	0.03232150189352215	FALSE
Sh3bgrl	0.34316345340002163	3	300.3307037675556	-0.05575568054758108	FALSE
Ccdc177	0.3432152041162611	5	436.81969793922224	0.05939486401027226	FALSE
Tmem59	0.34323437882712804	2	65.95669752177777	0.004478053364357283	FALSE
Cnot8	0.3432380104046408	1	34.6477963895	-0.06637948563835486	FALSE
Mfsd4a	0.3433758357110549	4	219.20653195488887	-0.03635976927274739	FALSE
Rwdd4	0.3434158116263815	2	108.2849547616111	-0.06991735567695381	FALSE
Brwd1	0.3435100354322292	3	308.96544597627775	0.037310152367680816	FALSE
Sf3b2	0.3436121395610473	6	923.5460860177777	0.0370326377176842	FALSE
Arhgef40	0.3436307569107247	2	172.64953773166667	-0.07490100249861872	TRUE
Ly6e	0.3437152312941729	1	97.36378661911111	0.1559258277369097	FALSE
Slc39a11	0.3438504808196133	2	59.63811649211111	-0.1334916404000629	FALSE
Arhgef10	0.3438654237810784	6	1114.182329505	0.05559333046468654	FALSE
Asphd2	0.34391216983221135	4	206.49186287150002	0.0552602646386941	FALSE
Map1lc3b	0.34411071420940703	3	958.5876018086667	-0.054045800552015376	FALSE
Capn2	0.3441576962764862	5	528.4700016423889	-0.054720954422737556	FALSE
Gyg1	0.3441932134950116	4	1142.0446669293333	-0.05193351045190049	FALSE
Mab21l1	0.3442062131107137	3	282.5321642747222	-0.03442584509953615	FALSE
Vps36	0.34454815207205314	6	881.5311971370555	-0.034712474457018555	FALSE
Nup205	0.3446292460858363	4	290.7138571073889	0.06227683234577091	FALSE
Pcnx3	0.34468768814549927	2	125.24346600666667	-0.05095638218519938	FALSE
Slc39a6	0.3447584417955578	4	507.8295436737778	-0.005173121523973627	FALSE
Acta1	0.3447649466218511	1	34.34368440783333	2.2778513970333245	FALSE
Ap4b1	0.34491358251910254	2	75.34978166538889	0.06266926374544335	FALSE
Glcci1	0.3450403965590493	5	771.2448603416667	-0.048992848560731356	FALSE
Mapk14	0.3450502448670285	6	911.2507532373334	-0.04548186910804356	FALSE
Cpne7	0.3450632821257903	4	516.5989265033334	-0.01526947514442606	FALSE
Mpp7	0.3451202852109685	4	380.1758855107778	0.007505785612671213	FALSE
Trmt5	0.34531545070170716	4	680.1210160884444	0.023969363378574988	FALSE
Syn2	0.345795882958953	7	772.9228137424444	-0.01544814847367852	FALSE
Pdzrn3	0.3459187407520944	1	29.51237617416667	-0.07742213109257991	FALSE
Egln1	0.3467198342215766	3	510.20894672211114	-0.03709025697530926	FALSE
Kifc2	0.3469196031181697	3	267.861473294	-0.07134724452002641	FALSE
Limk2	0.34713108631113365	5	534.2044017202222	-0.02828754893290865	FALSE
Tmem145	0.34726417816523114	1	48.54859995072222	-0.07359607019809944	FALSE
Cit	0.3473777638375169	5	410.8298990975	-0.07515515523207313	FALSE
Nt5dc3	0.3474240634054379	5	1821.6712599266111	0.05740211596536454	FALSE
Adar	0.34745322349604935	3	290.5752435881111	-0.07106529234605478	FALSE
Epb41l2	0.34746436251352386	3	378.1175866453889	-0.06867030777661912	TRUE
Chmp3	0.3475035760770068	3	261.29190205905553	-0.0010511975221961973	FALSE
Lrrn3	0.3475376448244707	2	202.31624184472224	-0.05054049231005312	FALSE
Ilvbl	0.3482608954542661	5	486.86616747566666	0.03322853374704427	FALSE
Copz2	0.34836845005238626	1	27.043345206111113	-0.09481703660298801	FALSE
Ptdss2	0.34845508807587705	5	670.0904265311667	-0.05108476629352197	FALSE
Saraf	0.3485289232413605	4	129.80881723216666	-0.0629991068548811	FALSE
Txnrd3	0.34865751213293134	5	431.8563383807778	-0.05893430523402852	FALSE
Nek7	0.34867021935599835	7	1064.0800766262223	-0.0239169655657875	TRUE
Marchf6	0.3487425502095518	3	288.3735852491111	-0.04268956043805539	FALSE
Polg2	0.34882823468366575	2	152.40119820566667	-0.04271297663432571	FALSE
Amfr	0.34883211978669093	5	465.5196486321111	-0.053199048738704006	FALSE
Pdlim3	0.34895943260221	4	244.98178698605557	-0.06852930217266026	FALSE
Cnrip1	0.348999720375428	3	1434.2833879402222	-0.047122808668480703	FALSE
Sugct	0.3490269678091792	4	561.9583510733889	0.05322879727957735	FALSE
Clcn5	0.3491650937037527	1	82.32002802844444	-0.0678661792070299	FALSE
Ndst1	0.3492205291206731	2	121.59132122255555	-0.05453429317114635	FALSE
Impa1	0.34925117877223766	6	1572.6951432556111	-0.06588009331929122	FALSE
Alg9	0.3493348999253311	3	241.19788533766666	-0.03936489934492578	FALSE
Ypel5	0.3494113455334989	2	534.8583105077778	-0.037242233494934336	FALSE
Nol11	0.34941248240997047	2	79.1842410848889	-0.029128964931741295	FALSE
Pip4k2c	0.3494342385554702	2	410.58986457888886	-0.07964397280497218	FALSE
Scg5	0.3495791985936207	2	110.74590934333332	-0.0944957408253254	FALSE
Chrm2	0.3495897832326179	1	41.172899832333336	0.04763853834761488	FALSE
Pcdhga3	0.349646979346083	1	112.631482259	0.06629066058683591	FALSE
Rpl35	0.3498396037369451	4	898.3809712645556	-0.0226079271810828	FALSE
Coq3	0.3498522791979287	3	691.2103311374999	0.047529212586665696	FALSE
Arpp21	0.34990662245966686	3	329.3873239772778	-0.31389817694420064	FALSE
Abcb4	0.34990747009263323	5	416.0451299158889	0.013619743416031308	TRUE
Ggt1	0.35001709043988677	4	549.8214047588333	0.03200418183396383	FALSE
Rif1	0.35020612907186394	1	72.34644235866666	-0.054809123498527845	FALSE
Thsd7a	0.35021353570068064	5	720.5755720489444	-0.018886874585209067	FALSE
Kcnab3	0.3502211615618393	5	742.6822421562778	0.023733094020622375	FALSE
Rela	0.3505404747988967	4	241.72794054944444	-0.09217361975320602	FALSE
Trip12	0.3505791773243443	5	489.79055704955556	-0.05140986394261464	FALSE
Rasa2	0.35059958051424167	3	760.6724680127777	-0.03989303871702578	FALSE
Mkrn2	0.35063206765773136	3	296.5034234475	-0.006897194557289622	FALSE
Nkain4	0.3506634390802602	1	149.41270881094445	-0.06783958104252066	FALSE
Sdhaf3	0.350672215458351	4	343.56975940616667	0.05056505759816333	FALSE
Ighg2b	0.3507086615779496	4	602.2226529986667	-0.3137565272428598	FALSE
Adss2	0.35072318196339725	4	224.83816983183334	-0.07579514440562037	FALSE
Tmcc1	0.35081555025508165	2	170.0364363243889	-0.05054366852916694	FALSE
Tnnt3	0.35115185622741546	1	56.68679185194444	2.5906261723990367	FALSE
Ptk7	0.351186133814556	5	315.2460936708889	-0.04258364511908251	FALSE
Smim7	0.3511939429944034	2	96.22273222827778	-0.07764723386818587	FALSE
Tgfbi	0.3513324965149997	3	262.25814841655557	-0.0027887497380171184	FALSE
Pign	0.3514696616677159	3	347.93145929916665	-0.025260912298975938	FALSE
Blnk	0.3517481911860224	2	284.4328277111667	-0.09898782991980258	TRUE
Mrps23	0.3518027556135118	5	817.3364917106111	0.028588936187930975	FALSE
Dscaml1	0.35187167254113627	2	52.87931700861111	-0.05476514918440828	FALSE
Casp6	0.35187453053552015	4	538.7876051922779	-0.1191559900740321	FALSE
Ephb3	0.35193402294526593	4	238.67993360355555	0.018091727864021113	FALSE
Vps45	0.3520784906211744	8	787.8801331432222	-0.023441066634894953	FALSE
Mul1	0.35224368381043636	5	640.7053132881666	-0.03965800308906496	FALSE
Slc13a4	0.35234603277941984	4	488.57861522083334	0.04240703753262026	FALSE
Ndfip1	0.3526486821737363	2	91.46397422127778	-0.07249101913744749	FALSE
Nek4	0.3526702656967106	3	130.05282230827777	-0.056918637659652625	FALSE
Syngr1	0.35269979375276744	3	463.57255712044446	-0.0044310054667618766	FALSE
Ajap1	0.3528935422643121	3	612.9113471649445	-0.09146053825602554	FALSE
Iffo1	0.3530786481672203	2	347.40999867094445	-0.05767496934728063	FALSE
Clip3	0.35344193071669006	3	538.1865891015	-0.048300140402208674	FALSE
Myh4	0.3534826479333476	1	28.254636929777778	3.274479819281814	FALSE
Alg10b	0.3536224484010031	2	281.35833566216667	-0.07609206075453014	FALSE
Gng5	0.3539897324207339	3	521.1928946101111	-0.052118546348889745	FALSE
Kdm8	0.3540454280616816	2	121.31239757977777	-0.10750595689909069	FALSE
Commd9	0.35408199660725914	5	501.3332810010555	-0.07220895717394066	FALSE
Ccser2	0.354111449227338	4	218.9715337393889	-0.024772408903080998	FALSE
Ppp1r3g	0.3541226474954436	6	949.06499332016665	-0.07388818705585712	FALSE
Psma6	0.3541255073210433	5	786.4792251328333	-0.0445655102797569	FALSE
Hs2st1	0.3543123129912348	3	376.78358649694445	0.05821718398496578	FALSE
Atp1b3	0.3545187502418507	6	949.0275958098889	-0.026570087563050786	FALSE
Pdxk	0.35460754163726677	3	982.7909510188889	-0.02904114765557211	FALSE
Gdap1l1	0.35487762822308666	6	1288.157678405611	-0.003061177684407308	FALSE
Atg101	0.35494582698341215	5	385.62268343827776	-0.06353039266516457	FALSE
Aco1	0.35501274512108444	3	277.1828357678889	-0.10010158251120133	FALSE
Cldn11	0.3551506113501313	4	1397.2025722928333	0.07485103374548664	FALSE
Extl1	0.3552104874846887	1	33.04004176577778	0.09148252286133719	FALSE
Ranbp9	0.35525764141183763	5	965.5570215207778	-0.021961697505884722	FALSE
Fat3	0.3553262841521133	5	516.307585086	-0.04183480083645845	FALSE
Agap3	0.3553529672931541	10	1623.9777684934443	-0.050055630769901	FALSE
Smarcal1	0.35546663318206645	3	117.47316951616666	-0.07422999563243715	FALSE
Tbrg4	0.35564172115996273	9	764.4706810555556	-0.03710988947220111	FALSE
Gars1	0.3559499743562166	3	880.7187298490555	-0.020203365641514127	FALSE
Mpdu1	0.35619587398578945	3	894.6460994086667	0.017207396189371175	FALSE
Mettl1	0.35628956954266083	3	573.3476379247222	0.02964566368692088	FALSE
Wnt7a	0.3566070426724167	1	37.763830324666664	0.08545598635970235	FALSE
Nos3	0.35664449527225556	2	307.5841160851111	0.06906693392885709	FALSE
Tm2d1	0.3566645349445859	2	159.1994552147222	-0.0752213686588597	FALSE
Tex10	0.3569510891688458	3	296.4811990592778	-0.07732992786350808	FALSE
Galk1	0.3573084566083025	4	545.8590225998333	-0.02677676968737477	FALSE
Cox5b	0.35737615137315404	3	1641.8791983073888	0.003256029867852622	FALSE
Prelp	0.35755582941790626	3	455.43347130577774	0.07619891613338813	FALSE
Creld1	0.35775098893031265	5	479.72303367238885	-0.07995624899681882	FALSE
Isoc2a	0.358273279112171	2	705.2684836739444	0.05215484914213699	FALSE
Mast4	0.35832609753432954	2	181.037008829	-0.06379019518676984	FALSE
Tpgs1	0.35834838213369363	4	276.7442457588889	-0.02644225778166176	FALSE
Bax	0.35835872883484554	1	28.11098611611111	-0.07493285150931105	FALSE
Aox1	0.35838123665451	1	162.54615717288888	-0.05700481603860394	FALSE
Hmgb3	0.35873203425000544	4	586.7428573646666	-0.06018342006209931	FALSE
B630019K06Rik	0.35877577608304767	4	440.07946486872225	-0.07335195052329242	FALSE
Synj2	0.358779021404959	3	144.24410175266667	-0.005359631429985546	FALSE
Clk4	0.3587793559384904	1	65.16488321605556	0.054033528002960324	FALSE
Kctd2	0.3589512921823382	2	157.37388301755556	-0.05740783856725068	FALSE
Faf2	0.35898229183581204	3	384.68931742744445	-0.0274189180759216	FALSE
Carmil2	0.3590070215329908	6	622.9038075413889	0.026277205904963068	FALSE
Rhob	0.3590121322557973	3	733.8198806898889	0.013123994408112443	FALSE
Ahsg	0.3590253325568059	4	921.180454980389	0.2034831481264754	FALSE
Ndufs8	0.3590520688869459	5	771.4235403734444	-0.023462711556670384	FALSE
Haghl	0.359322643886233	6	861.5331782333333	-0.05275930602619791	FALSE
Lyst	0.3595066194849424	10	1674.8980132269999	-0.04669758700337651	FALSE
Agbl4	0.3601848847130302	4	297.18503903444446	0.01726807216633522	FALSE
Mief1	0.3603142554348287	5	464.62271598216665	-0.08389293052390408	FALSE
Lamc1	0.360399216402028	4	372.84654977266666	0.2376851735788626	FALSE
Dynlt1	0.3604291865216132	4	464.1671965322778	-0.07497214468813548	FALSE
Psmd11	0.36043947585760977	3	737.4676924008334	-0.046214349444303394	FALSE
Thoc1	0.36047913031304857	5	744.0676236290556	0.022404832363876175	FALSE
Kcnk10	0.360594279372938	1	44.48782078561111	-0.06777575615100427	FALSE
Dact3	0.36134536293000974	3	290.5673647271111	-0.02592116848615007	FALSE
Ndufb11	0.3614418952217839	2	535.6263014159445	0.02008831878956837	FALSE
Tasor2	0.361503392773273	1	20.405147365944444	-0.11341231903422411	FALSE
Dusp22	0.3616631302332879	1	209.4298112548889	-0.054179644095980556	FALSE
Bnip1	0.3618061474342285	4	414.30160356405554	-0.04168686601904463	FALSE
Plekha1	0.3619717146150244	4	753.6741967978888	0.0012352865563440732	FALSE
Rps6	0.36200760826575784	3	866.809263861	-0.06135792443281683	FALSE
Itga6	0.36209563725648947	7	799.9069551068334	-0.03216553452136146	TRUE
Csmd1	0.3621755735968052	3	121.21970128811111	0.05729689521921669	FALSE
Syt4	0.3621941262755989	5	430.7239465843889	-0.054723241989643866	FALSE
Fgd1	0.36248832283233406	3	187.4538149891111	-0.0671373706337448	FALSE
Ppp2r3a	0.36253169074370584	2	111.67089568944444	-0.04831741815142981	FALSE
Qdpr	0.3626103117847866	6	999.7374182083333	-0.035518153143504066	FALSE
Ankrd49	0.3627467366742455	4	352.3822438402778	-0.09571470668017994	FALSE
Dok4	0.36286475666627255	2	328.64074097455557	-0.05409809446484928	FALSE
Arid4b	0.3629029406567134	3	378.5904014867222	-0.05905258475685328	FALSE
Atp2b4	0.36296349098194763	6	815.4461167157223	-0.052783914171939894	FALSE
Dbnl	0.3629722895543559	4	684.8145882328333	-0.050423075956064003	FALSE
Rars2	0.3630250369423399	6	866.844529574	-0.019487377295275273	FALSE
Aldoc	0.36302633936596235	7	1219.6709826304445	-0.031338741700037816	FALSE
Chd2	0.3630646752092919	4	154.08357585816668	0.002356375716766077	FALSE
Scrib	0.36328956141129054	3	281.277420807	-0.05570113685395125	FALSE
Castor1	0.36346590246100324	3	179.99809281627776	0.08339592352982077	FALSE
Rbm14	0.363539971990066	4	1191.5594600176112	-0.01040696030463789	FALSE
Esyt1	0.3635638749189215	5	407.1639045676667	0.06713242893403101	FALSE
Comtd1	0.3636408144996189	3	810.9070188479444	-0.03237560785376409	FALSE
Fibp	0.36367656702305	7	1030.1073838744444	-0.04891231716063756	FALSE
Slc20a1	0.3637701608311163	6	834.1451196953889	-0.28005310946878925	FALSE
Mrtfa	0.36388980607355215	1	157.65563125833333	-0.05817558310327928	FALSE
Frmd3	0.36397597160118794	1	33.4988108765	-0.05843865434582968	FALSE
Cacna1b	0.36402473508274663	6	490.14072263833333	-0.017356854791284432	FALSE
Nfs1	0.3643684615075567	5	1063.207488225	0.015542398828312395	FALSE
Rgs9	0.3644690723574719	4	323.23968776155556	0.03507255469598029	FALSE
Cacna2d1	0.3647458808361565	10	1603.6854589743332	-8.015132974577511e-4	FALSE
Fads1	0.36478672425595055	3	388.08962059994445	0.049161127772055904	FALSE
Atp1b1	0.36485596701229744	2	705.8171439502778	0.07041732579828662	FALSE
Tmub1	0.36506426843330464	4	284.91737150833336	0.12660095249750827	FALSE
Gm49368	0.36512870440348494	4	525.9483148045556	-0.02166174262628885	FALSE
Capza2	0.3652257594314431	5	781.2139997266111	-0.04300768830715506	FALSE
Spred2	0.3652533536374828	1	22.32781203872222	-0.08685103264154555	FALSE
Adora1	0.3653377893865137	3	731.141946294	0.022107380227755522	FALSE
Ppp2r2c	0.3656275780849812	5	415.44248880705555	-0.04289399175476777	FALSE
Myo10	0.36573110095799427	2	168.5662863018889	-0.07855772033095035	FALSE
Mmut	0.3658011958076119	6	1169.5701012636666	-0.020395817452819712	FALSE
Tmem63c	0.3658472860888823	5	469.57625078866664	-0.03377309762125693	FALSE
C2cd2l	0.36593909231459093	3	145.08643122144446	-0.07196142942892744	FALSE
Eea1	0.36602066364183367	2	504.0503191028889	0.044441760805400035	FALSE
Ddhd2	0.3663806372655343	6	531.2203547851667	0.028708036126051658	FALSE
Rpp14	0.3664869019474661	4	430.1958272662222	-0.0551803566551117	FALSE
Prrt3	0.3665044655310862	2	478.5482524251111	-0.05348213123634682	FALSE
Rgs3	0.3666134358595473	4	720.2684488942223	-0.058509054347545594	FALSE
Vasp	0.3666804475933232	5	901.7204166047222	-0.0570165147627213	TRUE
Ubp1	0.3668425358054679	3	223.89462357583335	-0.04841311050064638	FALSE
Sult6b1	0.3668611773808525	1	222.48388162327777	0.05097863024059367	FALSE
Rabl3	0.3669917578325882	5	333.4475091721667	0.005191693216756256	FALSE
Tbcel	0.367170638852559	4	1040.3603029702779	-0.06298684608938597	FALSE
Slc30a10	0.36722836792068164	1	32.458910446888886	-0.08287940173212836	FALSE
Coro2b	0.3672885341876703	6	703.9399265120555	0.06616482201907835	FALSE
Nup160	0.3673210643751193	5	664.7872542530555	0.055174567965138255	FALSE
Ddx24	0.3673832724587345	2	62.807239173499994	-0.07485296333853095	FALSE
Spryd7	0.36758930560182623	6	664.06448678711115	-0.056515115624159576	FALSE
Phkg2	0.3676096211320446	5	641.4602747083334	7.681916028973408e-4	FALSE
Usp35	0.36793608401218386	5	356.7450772659444	-0.07126294058256383	FALSE
Trim2	0.36809225044193994	4	708.5162314725001	-0.055779753007683563	FALSE
Vash1	0.36833077548157916	5	191.38175493955555	-0.059283908138087496	FALSE
Fam13a	0.3684842533758685	3	341.26698723644444	-0.05087656939101231	FALSE
Pitpnm2	0.36853450399326054	8	830.9560920942778	0.02005868135591845	FALSE
Ndufa4	0.3687604638457315	3	1303.7968725488888	0.07981194871958963	FALSE
Rac3	0.36878642388254934	3	706.4773018878889	-0.05917386120266008	FALSE
Htr1b	0.3689133604388942	3	136.92114863188888	-0.07224569715114265	FALSE
Col12a1	0.36898644360011	3	288.509859006	0.021378268266978844	FALSE
Gpam	0.369208793222234	3	379.3993819831667	0.03758515266394862	FALSE
Atr	0.3692263077324275	1	23.854543956666667	-0.07663288368826644	FALSE
Ttc21b	0.369399066652661	3	436.26341373838886	0.0014834698217955772	FALSE
Col15a1	0.3695278551162192	1	27.491435746277777	0.16055470624217924	TRUE
Fah	0.36963864892469783	5	1241.8861949172779	0.0030350769832396068	FALSE
Neu3	0.3699290089536443	3	293.04866035044444	0.056688723273354835	FALSE
Prkg1	0.3699549185750134	6	512.263405818	0.006251238294117926	FALSE
Rad21	0.3699593191691046	4	911.4654143958332	0.01948102452511297	FALSE
Pcbp4	0.3700973281759675	3	344.9515468466111	0.01007742656410527	FALSE
Uqcrc1	0.37010451898906965	5	828.2542269439444	0.006487237088016838	FALSE
Pmpca	0.37020236319041383	4	661.605086962	0.06811924226520995	FALSE
Mgme1	0.3702783626625892	3	155.61528445588888	0.07159322428304275	TRUE
Mta1	0.37029547221190146	4	381.53929481194444	-0.05354736212195826	FALSE
Thoc3	0.3704709187700408	5	770.4881118085556	-0.047540033835338516	FALSE
Ecsit	0.3705216598881687	6	511.51820250994444	0.04192417946332994	FALSE
Thnsl2	0.37103716459742964	4	614.6066525372222	-0.053322180798825204	FALSE
Fam151b	0.3710541124916845	4	527.1912154902778	-0.034972848286834106	FALSE
Oplah	0.3711402905904269	4	241.51007062555556	0.032978264660920575	FALSE
Frs3	0.3713854278084009	3	124.6799892776111	-0.05555125026618807	FALSE
Cand1	0.3713976839041231	5	890.0306650876666	-0.05278853738807771	FALSE
Trit1	0.3714841576573944	3	215.59086385055556	0.03418272340337306	FALSE
Hmgn3	0.3715722751862005	2	119.14226031127777	-0.021913658260914293	FALSE
Magi2	0.37172840706194127	7	764.0008779472778	0.02042812745737862	FALSE
Ttl	0.37175584658657657	4	748.5056209497777	-0.05407056284249363	FALSE
Mthfd2l	0.3718277335548762	6	469.93792682944445	-0.03856526421769908	FALSE
Cml1	0.3719777639213728	2	103.93707182472222	-0.0579799834839065	FALSE
Syt10	0.37203688693325043	3	513.7152430801111	-0.07847878612592578	FALSE
Pde1c	0.3722809558999252	4	422.6751106728889	-0.08199241398240181	FALSE
Ccdc85c	0.3726050757199207	6	596.1586178854444	-0.04363321757500389	FALSE
Pes1	0.37261710549573696	6	332.2024045985	0.016751992699853998	FALSE
Hebp1	0.3726295203651339	2	284.58612540505555	-0.03651829780669746	FALSE
Eif2ak4	0.3728999223174265	3	227.56500949816666	-0.03455535506291501	FALSE
Gngt1	0.37296234989711813	1	538.1867638848333	-0.09952235731197386	FALSE
Nans	0.3729762558334811	5	704.2199066988333	0.02172923151268136	FALSE
Cavin2	0.3733425921054402	4	478.20330508294444	0.048801709325628745	FALSE
Phc2	0.37347725754778943	1	44.293465274666666	-0.08628897809061595	FALSE
Flot2	0.37380353633409014	8	1540.551239057611	-0.05451953658569782	FALSE
Nadsyn1	0.3740026380432504	1	55.636543924444446	0.04006931842834755	FALSE
Dcaf17	0.37409745097712865	1	55.50857919633333	0.04557472838058495	FALSE
Foxo3	0.37417005522629526	1	53.66689891088889	-0.0753151510140955	FALSE
Rab12	0.37419100110704456	4	905.2473846552778	-0.022667085053275533	FALSE
Lrp8	0.37423171965162066	3	145.28656282527777	0.01766763250248805	FALSE
Acp2	0.37435564602924143	5	752.7431313509444	-0.03224402515220605	FALSE
Plxdc1	0.37446496417008196	4	215.75370907955556	0.020959990373334354	FALSE
Trim26	0.37449493726644045	1	145.54120716911112	-0.0707284911617141	FALSE
Tbc1d22b	0.3746055438493216	3	462.85681757555557	-0.0016061851402925191	FALSE
Znf609	0.3748403589411228	1	22.959708125555554	0.12077348976867358	FALSE
Drd1	0.37485282369797146	2	114.01689378016667	-0.05031408240645061	FALSE
Msh6	0.37488203061754966	4	210.92764065394445	-0.07683109899432437	FALSE
Pja1	0.37489633520890303	4	463.9034062738889	-0.033742524993856576	FALSE
Pomc	0.37500424521543796	4	546.2324114691667	-2.170312527658276	FALSE
Ttc38	0.3752035623995837	5	631.5644641619999	0.005688171783284524	FALSE
Mtnd2	0.3752829147511682	3	573.1923098871666	0.001440229782445063	FALSE
Fsd1l	0.37553206272847983	5	437.6343845852222	-0.07619789446132533	FALSE
Chrnb2	0.37596286267851764	3	137.09335801844446	-0.022192548508454896	FALSE
B2m	0.37617956603439084	3	399.4361248599444	-0.08487870267370462	TRUE
Ptdss1	0.3762744698408398	3	411.2115737431667	-0.03009342967855845	FALSE
Dis3l2	0.3763083889427897	4	920.2243070004445	-0.05438771827842382	FALSE
Hspa1b	0.3763247311129366	4	422.80353277055553	-0.01440856982733979	FALSE
Atp6v1h	0.3763299925795834	7	979.8220020847778	-0.02327719934159021	FALSE
Atp2a1	0.3763315053971159	4	585.1744490097223	3.120056680012655	FALSE
Crp	0.37650702961171423	1	107.33335507094445	0.15784268666147955	FALSE
Evi5	0.3765299783327982	1	41.62879497416667	-0.058358319607937116	FALSE
Tdg	0.3765365984301735	4	331.4913254492778	0.05690879316479128	FALSE
Nudt12	0.37657199939142805	4	428.6974580663889	0.013834339169648376	FALSE
Mrpl50	0.3768959143539513	4	426.58185713583333	0.004775513425928142	FALSE
Rnf123	0.37696789522108537	6	602.9430492267778	-0.0614180508972249	FALSE
Cradd	0.37709360503280165	3	199.02272739044446	-0.0617592117537442	TRUE
Cox5a	0.37721061887283386	3	1122.8889923982779	-0.07829779859596962	FALSE
Itpr2	0.377326602966124	3	201.48595929788888	-0.06688819121047972	TRUE
Fbxo28	0.3773527444475157	1	25.63037064722222	0.05649628124192667	FALSE
Triap1	0.37737463693935036	1	24.75940307877778	0.10083944369137078	FALSE
Dhrs7b	0.37759973607154207	5	440.5919246701111	-0.008845328764784572	FALSE
Mblac2	0.37766687085221806	6	470.0644064861111	-0.04580994269942068	FALSE
Col5a1	0.37778189946771834	1	24.787261005833333	-0.13550505627800732	FALSE
