feature_id	feature_name	microglia_average	microglia_log2_fold_change	microglia_p_value	mg_enriched
ENSMUSG00000020649	Rrm2	0.00484610692542118	1.4322438482214253	0.5642981685381127	FALSE
ENSMUSG00000115154	Gm49067	0.01723060240149756	1.1080597793936953	0.5642981685381127	FALSE
ENSMUSG00000003154	Foxj2	0.28215111432452256	0.982723559773037	0.5648090682700843	FALSE
ENSMUSG00000025130	P4hb	0.23315158874526387	0.9868915505676856	0.5648090682700843	FALSE
ENSMUSG00000116802	Gm5165	0.1356909939117933	0.9910481296652844	0.5648090682700843	FALSE
ENSMUSG00000046006	Gapt	0.00107691265009359	3.156969379874642	0.5648242769103188	FALSE
ENSMUSG00000005360	Slc1a3	1.4462936890757014	1.1768771338003077	0.565557895949608	FALSE
ENSMUSG00000028300	C9orf72	0.4162267392611754	0.9793520379428492	0.5656115284657919	FALSE
ENSMUSG00000042988	Notum	0.01992288402673155	1.1023761408901125	0.5659798651562626	FALSE
ENSMUSG00000086083	Gm15829	0.00269228162523399	1.8201935205799664	0.5659798651562626	FALSE
ENSMUSG00000019876	Pkib	0.2600744049976038	0.9837589912091892	0.5662002266381334	FALSE
ENSMUSG00000090369	4933411K16Rik	5.3845632504679e-4	4.429987874281057	0.5662862647874652	FALSE
ENSMUSG00000095959	Gm10845	0.00161536897514039	2.220534508652108	0.5666724527776872	FALSE
ENSMUSG00000075395	A630010A05Rik	0.00161536897514039	2.220534508652108	0.5666724527776872	FALSE
ENSMUSG00000087405	Gm14232	0.00376919427532759	1.514108495445284	0.5668453045570064	FALSE
ENSMUSG00000038346	Zfp384	0.3354582905041556	0.9785653940444404	0.5668453045570064	FALSE
ENSMUSG00000020826	Nos2	0.00215382530018719	2.152003126981292	0.5668453045570064	FALSE
ENSMUSG00000034371	Tkfc	0.05330717617963308	1.0170370284751744	0.5668453045570064	FALSE
ENSMUSG00000036167	Pphln1	0.35645808718098076	0.9793612951301978	0.5673932884402411	FALSE
ENSMUSG00000117337	Gm49964	0.00161536897514039	2.2303155294446917	0.5673932884402411	FALSE
ENSMUSG00000091985	Gm17354	0.09530676953328338	0.9993004133842184	0.568707861003756	FALSE
ENSMUSG00000021733	Slc4a7	0.7829154966180454	1.1728916913570917	0.5689355386477131	FALSE
ENSMUSG00000028066	Pmf1	0.02746127257738673	1.0549484429341334	0.5689452865701851	FALSE
ENSMUSG00000027985	Lef1	0.06569167165570945	1.0188041705722624	0.5692959645833853	FALSE
ENSMUSG00000048440	Cyp4f16	0.0441534186538375	1.027977517189151	0.5693525770605006	FALSE
ENSMUSG00000078202	Nrarp	0.03446120480299512	1.0490773118384595	0.5706177431579881	FALSE
ENSMUSG00000103435	Gm36992	0.0861530120074878	0.9974848782035864	0.5708542737621808	FALSE
ENSMUSG00000023048	Prr13	0.28538185227480334	0.9795377062395852	0.5714659445203678	FALSE
ENSMUSG00000015090	Ptgds	5.33879446283901	1.1867601127246727	0.5716534768961601	FALSE
ENSMUSG00000030315	Vgll4	1.1286044572980902	1.169909076756996	0.5716534768961601	FALSE
ENSMUSG00000020358	Hnrnpab	0.259535948672557	0.978998666949738	0.5717387301940848	FALSE
ENSMUSG00000043986	Spata31d1d	0.00161536897514039	2.210819353818895	0.5718223591555963	FALSE
ENSMUSG00000014606	Slc25a11	0.32415070767817283	0.9762770274780166	0.5718361610140769	FALSE
ENSMUSG00000007946	Phox2a	0.00107691265009359	2.9925825619737605	0.5720999121384553	FALSE
ENSMUSG00000102112	1810041H14Rik	0.00861530120074878	1.2182426971441176	0.5723317901165659	FALSE
ENSMUSG00000085179	Gm13645	0.00215382530018719	1.9001669277523623	0.5728764346887274	FALSE
ENSMUSG00000004268	Emg1	0.2665358808981654	0.978344683481944	0.5728764346887274	FALSE
ENSMUSG00000025810	Nrp1	0.9035297134285284	1.1706077035115616	0.5728764346887274	FALSE
ENSMUSG00000011958	Bnip2	0.3742271459075251	0.9736924735527864	0.5728764346887274	FALSE
ENSMUSG00000018669	Cdk5rap3	0.26438205559797817	0.9776378014359376	0.5728764346887274	FALSE
ENSMUSG00000045065	9930022D16Rik	0.00215382530018719	1.9001669277523623	0.5728764346887274	FALSE
ENSMUSG00000108190	Gm44731	0.00161536897514039	2.280240754776374	0.5729078421052431	FALSE
ENSMUSG00000029146	Snx17	0.28699722124994376	0.9757540539840344	0.5730760891714897	FALSE
ENSMUSG00000002635	Pdcd2l	0.31876614442770485	0.9745151046780978	0.5730760891714897	FALSE
ENSMUSG00000021388	Aspn	0.02853818522748033	1.0721100945592106	0.5735631918127528	FALSE
ENSMUSG00000022849	Hspbap1	0.2665358808981654	0.97360033603009	0.5743536430782623	FALSE
ENSMUSG00000013076	Amotl1	0.0893837499577686	0.9933137304314276	0.5747175328543894	FALSE
ENSMUSG00000037211	Spry1	0.04899952557925868	1.0071917964510249	0.5754902626952009	FALSE
ENSMUSG00000054141	Olfr24	0.00107691265009359	2.8054970093732656	0.5754902626952009	FALSE
ENSMUSG00000112513	4930422I22Rik	0.00376919427532759	1.603439386990142	0.5754902626952009	FALSE
ENSMUSG00000107076	Gm43480	0.00269228162523399	1.7249315280695967	0.5755079719138855	FALSE
ENSMUSG00000085368	Gm16188	0.00215382530018719	2.0239955146052218	0.5757319977094435	FALSE
ENSMUSG00000070697	Utp3	0.3349198341791088	0.9731110740486526	0.5757319977094435	FALSE
ENSMUSG00000037443	Cep85	0.3047662799764881	0.9725816596558968	0.5759048280162569	FALSE
ENSMUSG00000109954	Gm45371	0.00538456325046798	1.3483228775688314	0.5759048280162569	FALSE
ENSMUSG00000079429	Mroh2a	0.01507677710131036	1.109304018402158	0.5760149773804523	FALSE
ENSMUSG00000008682	Rpl10	0.7209930192376636	1.1674722545424798	0.576392483570288	FALSE
ENSMUSG00000053856	Dnajc5g	0.00215382530018719	2.0239955146052218	0.5764329014094751	FALSE
ENSMUSG00000059070	Rpl18	0.9595291712333954	1.1663151483479677	0.5764329014094751	FALSE
ENSMUSG00000093985	Gm10406	0.03446120480299512	1.0247809397444216	0.576476687147966	FALSE
ENSMUSG00000019659	Ccdc12	0.6973009409356044	1.1662115321794906	0.5770255808615374	FALSE
ENSMUSG00000087507	Gm16141	0.00646147590056158	1.3007048573360924	0.5770255808615374	FALSE
ENSMUSG00000056612	Ppp1r14b	0.3392274847794832	0.9699847780997896	0.5770255808615374	FALSE
ENSMUSG00000020719	Ddx5	6.7538576850619965	1.1623382642329183	0.577418898404587	FALSE
ENSMUSG00000028801	Stpg1	0.06999932225608384	0.9924978495436309	0.5775809751709874	FALSE
ENSMUSG00000025141	Myadml2	0.01615368975140396	1.132110141871749	0.5779231491982123	FALSE
ENSMUSG00000021036	Sptlc2	0.8340688474974913	1.1645921162636168	0.5780026536649837	FALSE
ENSMUSG00000053146	Olfr352	5.3845632504679e-4	4.260062872838745	0.578328160037842	FALSE
ENSMUSG00000026988	Wdsub1	0.2083825977931111	0.9730936808875774	0.5794407229770475	FALSE
ENSMUSG00000086105	Gm11636	0.00107691265009359	2.8450253735599027	0.5795620820939482	FALSE
ENSMUSG00000030868	Dctn5	0.3435351353798576	0.9672504064043296	0.5799264816201323	FALSE
ENSMUSG00000049353	Rd3	0.00107691265009359	2.9705562556437606	0.5800493373571505	FALSE
ENSMUSG00000109931	Gm39929	0.00592301957551478	1.2853296314491756	0.5800493373571505	FALSE
ENSMUSG00000035704	Alg8	0.2600744049976038	0.969235834853074	0.5800493373571505	FALSE
ENSMUSG00000048621	Gm6377	5.3845632504679e-4	4.523097278672537	0.5800493373571505	FALSE
ENSMUSG00000031303	Map3k15	0.04630724395402469	1.0029520372298233	0.5800493373571505	FALSE
ENSMUSG00000089701	Gm15978	0.00807684487570198	1.199967438575423	0.5800913746933624	FALSE
ENSMUSG00000027852	Nras	0.24284380259610625	0.9705925265904728	0.5801116460789414	FALSE
ENSMUSG00000024011	Pi16	0.00699993222560838	1.4012924412805925	0.5801116460789414	FALSE
ENSMUSG00000015942	Gtf2ird2	0.438841904913141	0.9640214098382124	0.5801593634804428	FALSE
ENSMUSG00000061079	Zfp143	0.23422850139535745	0.9692032356552552	0.5806274747793088	FALSE
ENSMUSG00000118132	4833408A19Rik	0.00538456325046798	1.415713743298939	0.5807182464604931	FALSE
ENSMUSG00000004233	Wars2	0.2692281625233994	0.967679494888197	0.5807321159000429	FALSE
ENSMUSG00000043644	0610009L18Rik	0.07323006020636463	0.9938386826633604	0.5813910326720702	FALSE
ENSMUSG00000063015	Ccni	0.8561455568244101	1.1609655453230832	0.5828647470649386	FALSE
ENSMUSG00000022364	Tbc1d31	0.25145910379685504	0.9659396275733908	0.5828647470649386	FALSE
ENSMUSG00000060967	Etd	0.00161536897514039	2.46420358961897	0.5828647470649386	FALSE
ENSMUSG00000038567	Cyp24a1	0.00107691265009359	2.906425918224045	0.5842027091049846	FALSE
ENSMUSG00000053317	Sec61b	0.2046134035177835	0.969093991950527	0.5850267983565268	FALSE
ENSMUSG00000063932	Poteg	0.00269228162523399	1.7528555296320345	0.5850267983565268	FALSE
ENSMUSG00000020698	Cct6b	0.01615368975140396	1.095318110502113	0.5852631478374358	FALSE
ENSMUSG00000041319	Thoc6	0.04684570027907149	1.0035325012208984	0.5854200391040627	FALSE
ENSMUSG00000024081	Cebpz	1.2852952478867086	1.157016253850491	0.586554839600156	FALSE
ENSMUSG00000074211	Sdhaf1	0.1254603237359041	0.9758907378871448	0.5867072621746011	FALSE
ENSMUSG00000002741	Ykt6	0.4668416338155746	0.9590244913612525	0.587177264771462	FALSE
ENSMUSG00000032475	Nck1	0.9853750748356416	1.1566671462880531	0.5880544004027279	FALSE
ENSMUSG00000101320	Gm28529	0.06407630268056905	0.984283238755272	0.5882390542921115	FALSE
ENSMUSG00000021326	Trim27	0.13784481921198047	0.9703648956292136	0.5884531988051728	FALSE
ENSMUSG00000097564	C430014B12Rik	0.01023067017588917	1.1362863322003225	0.5893098762328287	FALSE
ENSMUSG00000046556	Zfp319	0.06676858430580304	0.9894342658494492	0.5893098762328287	FALSE
ENSMUSG00000031444	F10	0.00323073795028079	1.6561422144137057	0.5894185837098969	FALSE
ENSMUSG00000038803	Ost4	0.3036893673263945	0.9610124829728894	0.5897603693378048	FALSE
ENSMUSG00000038037	Socs1	0.02476899095215274	1.0538393883958088	0.5897603693378048	FALSE
ENSMUSG00000031375	Bgn	0.01669214607645076	1.1233565125685567	0.5897603693378048	FALSE
ENSMUSG00000060708	Bloc1s4	0.13838327553702728	0.9704927133926148	0.5900694834451786	FALSE
ENSMUSG00000004642	Slbp	0.350535067605466	0.9572908064170842	0.5915874799599323	FALSE
ENSMUSG00000062908	Acadm	0.2509206474718082	0.9592266808828454	0.5919872500810526	FALSE
ENSMUSG00000041620	Mmp1b	0.00107691265009359	2.906425918224045	0.5931337426307564	FALSE
ENSMUSG00000051355	Commd1	0.3403043974295768	0.957613037553516	0.5931337426307564	FALSE
ENSMUSG00000026254	Eif4e2	0.4372265359380006	0.953895593704762	0.5932493514775505	FALSE
ENSMUSG00000017832	Hspb9	0.00161536897514039	2.3747054387798663	0.5933319444592373	FALSE
ENSMUSG00000061482	Hist1h4d	0.18253669419086477	0.9647335930161756	0.5937461988569595	FALSE
ENSMUSG00000023064	Sncg	0.00592301957551478	1.3674919485472925	0.5942623972383634	FALSE
ENSMUSG00000064367	mt-Nd5	0.3139200375022837	0.9608199995889716	0.5942623972383634	FALSE
ENSMUSG00000030680	Pagr1a	0.02476899095215274	1.038401485235136	0.5943732407632051	FALSE
ENSMUSG00000046679	C87436	0.6466860463812053	1.1525167254683315	0.5955805448918784	FALSE
ENSMUSG00000091764	Zfp964	0.06138402105533506	0.9787050775196002	0.5961093002068323	FALSE
ENSMUSG00000033319	Fem1c	0.24445917157124664	0.9562152325767396	0.5967135749475333	FALSE
ENSMUSG00000066829	Zfp810	0.3812270781331335	0.951467817658247	0.59686867232898555	FALSE
ENSMUSG00000005800	Mmp8	5.3845632504679e-4	4.342525033030718	0.597242085727769	FALSE
ENSMUSG00000003068	Stk11	0.23638232669554465	0.9569094395384612	0.597242085727769	FALSE
ENSMUSG00000106052	Gm43614	0.00269228162523399	1.6751003721175906	0.5984139214707208	FALSE
ENSMUSG00000022125	Cln5	0.10769126500935976	0.9690073810338	0.5984139214707208	FALSE
ENSMUSG00000069917	Hba-a2	0.0441534186538375	1.478878744422425	0.5988896057139582	FALSE
ENSMUSG00000029647	Pan3	2.3245159552270303	1.146797628780344	0.5993612204266429	FALSE
ENSMUSG00000001999	Blvra	0.19330582069180072	0.9576354972195102	0.599848881078034	FALSE
ENSMUSG00000059810	Rgs3	0.10122978910879817	0.9700358967414956	0.6002590077611398	FALSE
ENSMUSG00000105516	Gm36823	0.00699993222560838	1.2948282909994226	0.6014838876800787	FALSE
ENSMUSG00000110087	Gm45309	0.00592301957551478	1.2617336258232583	0.6014838876800787	FALSE
ENSMUSG00000112873	Gm48877	0.02423053462710594	1.0272538355569587	0.6023746661896261	FALSE
ENSMUSG00000009293	Ube2g2	0.2250747438695619	0.9527850673754252	0.6029072496061364	FALSE
ENSMUSG00000104413	Gm37065	0.00753838855065518	1.194771412587027	0.6036941206097495	FALSE
ENSMUSG00000044162	Tnip3	0.00592301957551478	1.30242337456239	0.6040022700045038	FALSE
ENSMUSG00000070348	Ccnd1	0.1723060240149756	0.9532952884679552	0.6041911422379297	FALSE
ENSMUSG00000031370	Zrsr2	0.5486869952226879	1.147980596647387	0.6043074410298173	FALSE
ENSMUSG00000037280	Galnt6	0.03823039907832271	1.0016277015767665	0.6044023190742435	FALSE
ENSMUSG00000042659	Arrdc4	0.04361496232879069	0.9886631107658416	0.604462341155091	FALSE
ENSMUSG00000099954	Gm28112	0.00646147590056158	1.267790234863356	0.6045957969261325	FALSE
ENSMUSG00000117465	Gm49980	0.1733829366650692	0.9553087330579118	0.6059466065350881	FALSE
ENSMUSG00000025381	Cnpy2	0.3171507754525645	0.9485510001373818	0.606128033931884	FALSE
ENSMUSG00000058239	Usf2	0.4953798190430549	1.146313795099175	0.607211225208074	FALSE
ENSMUSG00000037085	Trmt12	0.09638368218337698	0.9602104080319088	0.607211225208074	FALSE
ENSMUSG00000035769	Xylb	0.07538388550655183	0.9642912251140476	0.607321355061213	FALSE
ENSMUSG00000042485	Mustn1	0.00646147590056158	1.2740020637966198	0.6085423758406868	FALSE
ENSMUSG00000090266	Mettl23	0.28538185227480334	0.9459140866992516	0.6087615836797388	FALSE
ENSMUSG00000090217	Gm16116	0.01346140812616997	1.105288030143642	0.6088242465274712	FALSE
ENSMUSG00000003382	Etv3	0.18899817009142636	0.948234301419197	0.6092346484184931	FALSE
ENSMUSG00000099708	Gm29361	0.07430697285645822	0.9640838578839528	0.6092346484184931	FALSE
ENSMUSG00000026390	Marco	5.3845632504679e-4	4.429987874281057	0.6105460430457155	FALSE
ENSMUSG00000043267	Olfr1031	5.3845632504679e-4	4.429987874281057	0.6105460430457155	FALSE
ENSMUSG00000035780	Ugt2a3	5.3845632504679e-4	4.429987874281057	0.6105460430457155	FALSE
ENSMUSG00000049217	Olfr788	5.3845632504679e-4	4.429987874281057	0.6105460430457155	FALSE
ENSMUSG00000023122	Sult1c2	5.3845632504679e-4	4.429987874281057	0.6105460430457155	FALSE
ENSMUSG00000096935	1700113A16Rik	0.07376851653141143	0.9655753060419174	0.6108051580560735	FALSE
ENSMUSG00000029859	Epha1	0.00915375752579558	1.158006171181131	0.6108051580560735	FALSE
ENSMUSG00000086923	4930406D18Rik	0.00107691265009359	2.729548156139966	0.6108380535191568	FALSE
ENSMUSG00000091623	Gm17092	0.11361428458487452	0.9567033215447291	0.6116091016462152	FALSE
ENSMUSG00000112758	Gm36172	0.00107691265009359	2.927487533751876	0.6120600041192077	FALSE
ENSMUSG00000029581	Fscn1	0.4420726428634218	0.9395005046456008	0.613162824455822	FALSE
ENSMUSG00000113272	Gm34809	0.00107691265009359	2.948861184544443	0.6132037672822171	FALSE
ENSMUSG00000027109	Sp3	0.4835337798920253	0.9378316851384254	0.6136592208831154	FALSE
ENSMUSG00000018761	Mpdu1	0.28699722124994376	0.9412600975424774	0.6140338841565803	FALSE
ENSMUSG00000078813	Leng1	0.11792193518524892	0.9491793172355888	0.6156852890072202	FALSE
ENSMUSG00000025958	Creb1	1.29014135481213	1.1363757147904965	0.6157935397784817	FALSE
ENSMUSG00000028175	Depdc1a	0.00861530120074878	1.1380723484601347	0.6157935397784817	FALSE
ENSMUSG00000037795	N4bp2	0.12222958578562332	0.950845829700937	0.6157935397784817	FALSE
ENSMUSG00000087249	Gm16062	0.07430697285645822	0.9611514306763552	0.6159440756291653	FALSE
ENSMUSG00000047832	Cdca4	0.07161469123122423	0.962990722571218	0.6159440756291653	FALSE
ENSMUSG00000024939	Fam89b	0.1297679743362785	0.9522463303737938	0.6159440756291653	FALSE
ENSMUSG00000007815	Rhoa	1.1463735160246344	1.1361438815321478	0.616398646170064	FALSE
ENSMUSG00000031749	St3gal2	0.28538185227480334	0.939040708933044	0.6164496721369286	FALSE
ENSMUSG00000116366	Gm49475	0.02476899095215274	1.0083706358100963	0.61646650437348	FALSE
ENSMUSG00000036880	Acaa2	0.06676858430580304	0.9679355554846244	0.61646650437348	FALSE
ENSMUSG00000033396	Spg11	0.32845835827854725	0.9355921676842336	0.6165065030095305	FALSE
ENSMUSG00000055323	Gm9967	0.09961442013365776	0.949642827122512	0.6174410647817957	FALSE
ENSMUSG00000100189	Gm28096	5.3845632504679e-4	3.6751003721175888	0.6175745532449688	FALSE
ENSMUSG00000114863	Gm48824	0.00269228162523399	1.6486281607563988	0.6175745532449688	FALSE
ENSMUSG00000019464	Ptger1	0.04038422437850991	0.981599828831822	0.6178475701100687	FALSE
ENSMUSG00000069265	Hist1h3a	0.00161536897514039	2.126207126103953	0.6184440840807056	FALSE
ENSMUSG00000038224	Serpinf2	0.00215382530018719	1.9001669277523623	0.6186045933524895	FALSE
ENSMUSG00000059956	Serpinb12	5.3845632504679e-4	4.260062872838745	0.6190306936453078	FALSE
ENSMUSG00000028385	Snx30	0.9358370929313362	1.1341681212536532	0.6190306936453078	FALSE
ENSMUSG00000111225	Gm47790	0.00807684487570198	1.2180995797350542	0.6190306936453078	FALSE
ENSMUSG00000021668	Polk	0.2633051429478846	0.9371536864202796	0.6190306936453078	FALSE
ENSMUSG00000109634	Gm45474	0.00215382530018719	1.9381347779513831	0.6190386504173793	FALSE
ENSMUSG00000055424	Gm9970	0.02692281625233994	1.0004375453033223	0.6192077234756909	FALSE
ENSMUSG00000032530	Lyzl4	0.6536859786068137	1.135117565384566	0.6192987536978087	FALSE
ENSMUSG00000109728	Gm45359	0.00430765060037439	1.368691695012184	0.6193093619048332	FALSE
ENSMUSG00000061723	Tnnt3	0.00107691265009359	2.8450253735599027	0.6214153918555302	FALSE
ENSMUSG00000085394	2210414B05Rik	0.00269228162523399	1.6930222801148511	0.6224388157404855	FALSE
ENSMUSG00000068328	Aup1	0.3855347287335079	0.9320219378226812	0.6225846672794075	FALSE
ENSMUSG00000079435	Rpl36a	0.4716877407409958	0.931260316737794	0.6226787148599655	FALSE
ENSMUSG00000042508	Dmtf1	0.8012230116696365	1.131798331350951	0.6228248892775552	FALSE
ENSMUSG00000113683	Gm47123	0.03930731172841631	0.985028971761068	0.6233261381755704	FALSE
ENSMUSG00000038274	Fau	2.4548223858883556	1.1293703915700797	0.6241464214612722	FALSE
ENSMUSG00000087354	4930404I05Rik	0.02638435992729313	0.9897000534406386	0.624936898657311	FALSE
ENSMUSG00000100672	Gm28404	0.00592301957551478	1.2352310198588097	0.6250197109499274	FALSE
ENSMUSG00000103983	Gm20045	0.15076777101310365	0.9368233146695446	0.6255519118128916	FALSE
ENSMUSG00000002329	Mdp1	0.2213055495942343	0.9321941577868272	0.6255519118128916	FALSE
ENSMUSG00000052102	Gnpda1	0.3914577483090227	0.9281725568433252	0.6255519118128916	FALSE
ENSMUSG00000110424	1700012D14Rik	0.4571494199647322	0.926844953739774	0.6256994231729113	FALSE
ENSMUSG00000023915	Tnfrsf21	0.6908394650350428	1.1302948300676086	0.6256994231729113	FALSE
ENSMUSG00000090117	Gm16541	0.37691942753275914	0.9282897920696442	0.6258596443511779	FALSE
ENSMUSG00000085347	Hk1os	0.02261516565196554	1.0428722420584275	0.6261856779997859	FALSE
ENSMUSG00000068264	Ap5s1	0.07592234183159863	0.9500368670076744	0.6265231488714071	FALSE
ENSMUSG00000058934	Igf1os	0.00753838855065518	1.159458931900339	0.6265231488714071	FALSE
ENSMUSG00000039879	Heca	0.6192247738038186	1.1295587783805188	0.6269387280968053	FALSE
ENSMUSG00000043488	Frmd8os	0.01292295180112317	1.1102254466118104	0.6269387280968053	FALSE
ENSMUSG00000064358	mt-Co3	2.6077439822016464	1.1286521678724322	0.6269387280968053	FALSE
ENSMUSG00000097784	A430105J06Rik	0.06946086593103704	0.9551275566673998	0.6270846481016545	FALSE
ENSMUSG00000024885	Aldh3b1	0.0446918749788843	0.9676316751958804	0.6270846481016545	FALSE
ENSMUSG00000031807	Pgls	0.29022795920022454	0.9286666879171396	0.6278141828366944	FALSE
ENSMUSG00000005621	Zfp592	0.41568828293612864	0.9240402648857292	0.628751773118602	FALSE
ENSMUSG00000031930	Wwp2	0.5799174620754023	1.128139647803662	0.6292308149449352	FALSE
ENSMUSG00000020032	Nuak1	0.8410687797230997	1.1267797516719396	0.6292308149449352	FALSE
ENSMUSG00000005640	Insrr	0.00161536897514039	2.182060360837472	0.6306133599251645	FALSE
ENSMUSG00000050271	Prag1	0.5255333732456756	1.1283208557401077	0.6306133599251645	FALSE
ENSMUSG00000067928	Zfp760	0.07646079815664543	0.9497272722948362	0.6314944782097219	FALSE
ENSMUSG00000040564	Apoc1	0.00269228162523399	1.7249315280695967	0.6317737547767387	FALSE
ENSMUSG00000050229	Pigm	0.07861462345683262	0.9476532190733148	0.6321817092312755	FALSE
ENSMUSG00000039678	Tbc1d13	0.20622877249292393	0.9263277443944123	0.6327259549980129	FALSE
ENSMUSG00000002228	Ppm1j	0.00376919427532759	1.4904086599663635	0.6327860009301065	FALSE
ENSMUSG00000021280	Exoc3l4	0.01023067017588917	1.099070996166441	0.6327860009301065	FALSE
ENSMUSG00000086009	4930587A21Rik	5.3845632504679e-4	4.182060360837472	0.6328778997330279	FALSE
ENSMUSG00000085414	Sspnos	0.00807684487570198	1.1702446105902764	0.6329788357482578	FALSE
ENSMUSG00000003824	Syce2	0.02961509787757393	1.0052217122564402	0.6332113938089873	FALSE
ENSMUSG00000054604	Cggbp1	0.5486869952226879	1.1261713187786309	0.6332113938089873	FALSE
ENSMUSG00000027761	Aadac	5.3845632504679e-4	4.342525033030718	0.6334006062284226	FALSE
ENSMUSG00000059087	Olfr698	5.3845632504679e-4	4.342525033030718	0.6334006062284226	FALSE
ENSMUSG00000109936	Gm45889	0.00161536897514039	2.210819353818895	0.6334006062284226	FALSE
ENSMUSG00000047390	Defb9	5.3845632504679e-4	4.342525033030718	0.6334006062284226	FALSE
ENSMUSG00000059610	Olfr222	5.3845632504679e-4	4.342525033030718	0.6334006062284226	FALSE
ENSMUSG00000116231	Gm36330	5.3845632504679e-4	4.342525033030718	0.6334006062284226	FALSE
ENSMUSG00000066938	Gm10190	5.3845632504679e-4	4.342525033030718	0.6334006062284226	FALSE
ENSMUSG00000118204	4930414N06Rik	0.2143056173686259	0.924539435826382	0.6334006062284226	FALSE
ENSMUSG00000037972	Snn	0.2627666866228378	0.9237178189264216	0.6336888505142846	FALSE
ENSMUSG00000036931	Nfkbid	0.07484542918150502	0.9466327276212532	0.6342412990838376	FALSE
ENSMUSG00000062619	2310039H08Rik	0.06784549695589664	0.9511943731456244	0.6342412990838376	FALSE
ENSMUSG00000085962	Gm16984	0.0446918749788843	0.968800796038539	0.6354526041220092	FALSE
ENSMUSG00000115420	Rmrp	0.00161536897514039	2.2011691837851757	0.6382567998980544	FALSE
ENSMUSG00000022671	Mzt2	0.0942298568831898	0.9421478404580066	0.6382567998980544	FALSE
ENSMUSG00000029642	Polr1d	0.45661096363968534	0.9170485352794732	0.6388037509797319	FALSE
ENSMUSG00000072946	Ptgr2	0.23476695772040423	0.9213953233852776	0.6388037509797319	FALSE
ENSMUSG00000096696	Zfp960	0.02207670932691875	1.0045221752852846	0.6392014342625116	FALSE
ENSMUSG00000028619	Tceanc2	0.2180748116439535	0.9205151142811104	0.6399299677645803	FALSE
ENSMUSG00000085236	2610206C17Rik	0.01076912650093597	1.0833686153836792	0.6399299677645803	FALSE
ENSMUSG00000021367	Edn1	0.03553811745308872	1.0513209750438008	0.6413976558181818	FALSE
ENSMUSG00000117745	Gm50410	0.01453832077626356	1.045049981867895	0.6414286401529914	FALSE
ENSMUSG00000025314	Ptprj	4.03519169990071	1.1156879857671909	0.6414654153851751	FALSE
ENSMUSG00000027994	Mcub	0.01830751505159116	1.02740211604847	0.6414654153851751	FALSE
ENSMUSG00000097994	Gm26982	0.01561523342635716	1.0537901168655743	0.6414654153851751	FALSE
ENSMUSG00000062393	Dgkk	0.00376919427532759	1.4076200612526035	0.6418947841523723	FALSE
ENSMUSG00000030352	Tspan9	0.411919088660801	0.9145350622449347	0.6424383472952533	FALSE
ENSMUSG00000059479	B3gnt8	0.01399986445121676	1.0815875680325044	0.6424694488882774	FALSE
ENSMUSG00000109303	Gm44549	0.00215382530018719	1.791914037100339	0.6424797617212871	FALSE
ENSMUSG00000025165	Sectm1a	5.3845632504679e-4	4.1080597793936935	0.6427354436104802	FALSE
ENSMUSG00000027199	Gatm	0.3855347287335079	0.9164557238721174	0.6431788315819045	FALSE
ENSMUSG00000074807	Gm10762	0.06407630268056905	0.9412104602527336	0.6432604634391169	FALSE
ENSMUSG00000100635	Gm29157	0.00161536897514039	2.260062872838745	0.6436988308782912	FALSE
ENSMUSG00000028187	Rpf1	0.1809213252157244	0.9178716750354514	0.6451973635803794	FALSE
ENSMUSG00000097509	B230322F03Rik	0.01830751505159116	1.0293523631056996	0.6451973635803794	FALSE
ENSMUSG00000002103	Acp2	0.35430426188079356	0.9121243665917704	0.6455227754967026	FALSE
ENSMUSG00000019810	Fuca2	0.20676722881797072	0.9176706753916672	0.6456121269335546	FALSE
ENSMUSG00000087669	Gm11724	0.00107691265009359	2.6930222801148513	0.6456121269335546	FALSE
ENSMUSG00000046897	Zfp740	0.639686114155597	1.1160293141067883	0.6456121269335546	FALSE
ENSMUSG00000070378	Olfr403	5.3845632504679e-4	4.037670451502297	0.6461803373741227	FALSE
ENSMUSG00000051054	1700014D04Rik	0.00376919427532759	1.402081877711173	0.6462538589213578	FALSE
ENSMUSG00000026989	Dapl1	0.00861530120074878	1.2091116853919894	0.6464742811241926	FALSE
ENSMUSG00000028646	Rragc	0.31068929955200286	0.910501253905742	0.647715533432122	FALSE
ENSMUSG00000113977	Gm34276	0.00161536897514039	2.321463417502887	0.6478240587924479	FALSE
ENSMUSG00000032661	Oas3	0.00161536897514039	2.1080597793936935	0.6480029961418856	FALSE
ENSMUSG00000029416	Slc15a4	0.2180748116439535	0.9125027142400493	0.6480029961418856	FALSE
ENSMUSG00000030733	Sh2b1	0.16799837341460122	0.9178943026276104	0.6480029961418856	FALSE
ENSMUSG00000004070	Hmox2	0.6876087270847621	1.114012719219725	0.6482283671329815	FALSE
ENSMUSG00000022255	Mtdh	2.9771250211837503	1.1107101970524909	0.6482754273613628	FALSE
ENSMUSG00000045251	Zfp688	0.10822972133440656	0.924864164950892	0.6492444895127885	FALSE
ENSMUSG00000039496	Cdnf	0.01561523342635716	1.0291084379988735	0.6493864961680231	FALSE
ENSMUSG00000031591	Asah1	1.212065187680344	1.11119425304202	0.6493864961680231	FALSE
ENSMUSG00000030610	Det1	0.1394601881871209	0.9150766094197036	0.6504601779837466	FALSE
