symbol	MP-1	MP-18	MP-19	MP-2	MP-20	MP-21	MP-22	MP-23	MP-24	MP-3	MP-4	MP-5	MP-6	MP-7	MP-8
Emc4	322.907675	293.565939	255.65649100000002	320.112188	282.891216	283.44512299999997	283.354438	290.964585	338.16376799999995	286.512586	273.744911	219.12320200000002	217.679614	217.85757	296.363461
Emc6	29.601785999999997	23.685185	29.752710999999998	31.314713	30.307484000000002	22.709804	25.683364	24.969368	44.297241	27.302229	23.723196	26.020355	26.549578	25.955234	27.707042
Emc7	28.569648	26.426724	22.657793	28.24862	26.414265	25.388194	26.895366	26.269487	22.335262	26.310307	25.470809	24.173745	21.631893	22.49159	25.909161
Emc8	21.705938	32.151180000000004	27.738397000000003	22.401479	24.935595	23.166396	22.342665	26.648789	18.523548	24.317556	23.520713	22.958951000000003	22.492064	24.949568	22.920786
Emc9	64.663551	55.31603	46.616857	81.22121800000001	71.70658599999999	82.061423	77.553086	69.39227000000001	67.592865	63.953108	63.425876	48.717615	58.805892	50.656649	66.148628
Emcn	5.616530999999999	4.031853	6.174484	3.2341130000000002	4.789145	4.809059	3.648916	3.885409	7.256553	6.3476930000000005	5.405295	7.242001999999999	6.590735	8.640876	5.416193
Emd	45.837824000000005	42.687032	37.662513	45.715422	49.000114	42.401836	42.700599	49.933934	44.920939	39.397242	40.256918999999996	33.798567000000006	34.865676	32.407672999999996	40.030575999999996
Eme1	0.064997	0.064154	0.150819	0.122909	0.03384	0.026608	0.109552	0.107932	0.110644	0.063083	0.029319	0.0285	0.06095	0.034373	0
Eme2	38.91079	28.556462	25.823024	39.658603	34.266933	40.924586	38.447832	30.318608	28.004445	35.237645	38.07182	29.589146	40.541309	36.342158	38.145044999999996
Emg1	88.689626	77.576217	90.093458	86.431768	81.501691	75.608969	73.91055399999999	68.943972	97.788342	79.2543	70.167328	82.449675	83.897272	76.27630400000001	85.66801
Emid1	5.460081	5.339693	4.24543	6.541875	5.763553	6.150004	4.378769	4.395273	8.423028	7.275145	4.32464	9.020916	8.564321	7.003865	4.588998
Emilin1	1.847469	1.821647	2.5442910000000003	1.9518589999999998	1.441331	2.951593	1.493787	1.646717	1.7154310000000002	2.4976220000000002	2.8758660000000003	3.6949	2.817426	2.359726	2.666967
Emilin2	2.86186	8.021205	2.746565	2.513601	2.49057	2.557674	4.031922	5.100763000000001	1.909063	2.9273480000000003	2.83592	3.132595	1.791619	1.6236670000000002	2.452886
Emilin3	0.128064	0.217451	0.293079	0.097895	0.130219	0.102829	0.073649	0.156363	0.109311	0.156045	0.114861	0.053731	0.088941	0.065523	0.219187
Eml1	31.886709999999997	22.280881	32.418855	34.80118	29.756767	32.277039	22.668552	25.454858	44.893681	28.522607999999998	33.794335	27.407544	28.959847999999997	31.671077	29.281193000000002
Eml2	232.14605	243.09951	249.097764	213.165696	237.652265	228.904646	249.43466	234.74277500000002	182.118326	237.60936800000002	247.670238	241.869954	266.809923	257.741146	231.812132
Eml3	13.072337	12.164797	12.565247000000001	9.987812	12.229372	13.44572	10.831305	11.459942	9.019078	12.827717	10.739866	11.667659	10.156546	13.084007	10.357436
Eml4	8.904409000000001	6.598522	7.728342	9.614641	9.281262	8.859206	8.285387	8.00728	7.428382	8.598715	8.669991	6.333907	6.564941	7.415433	7.389658
Eml5	29.978081	9.364257	20.779632	18.176667000000002	28.621247	21.288911	17.435093	15.187015	8.186187	26.619400000000002	21.890959	12.439851	19.421027	13.368281	16.80518
Eml6	7.218101	4.536793	5.731059	6.419041	7.839482	6.724863	5.705788	5.51549	4.474626000000001	6.710325	7.041523	4.787515	7.0877289999999995	4.6703790000000005	6.086416
Emp1	0.830815	4.034746999999999	2.7488099999999998	1.402372	1.043963	1.989593	2.790359	1.315768	0.65903	1.121308	2.177719	3.2973090000000003	1.18164	1.224671	3.531028
Emp2	9.320633	10.23298	12.547622	11.716191	9.771765	10.587394000000002	7.114939	6.583258	8.497893000000001	14.201257	13.315608999999998	20.071664	17.174818	17.645041	13.600683
Emp3	8.141354	5.279757	5.628048000000001	7.74578	7.126871	11.63475	5.487898	4.957635	6.267797	9.036381	4.390541	20.617382	11.972522999999999	15.433386	10.582902
Emsy	16.921168	12.501904	14.114714	16.82704	16.67073	17.30201	15.71082	16.765566	10.08854	15.746234	15.059818	13.728634999999999	13.141507	13.561456	14.296903
Emx1	70.663539	42.798105	68.504445	70.394017	82.151575	72.172505	53.589974999999995	55.530662	83.09667	63.759173000000004	74.652492	45.311296	40.341756	58.289639	69.76449
Emx2	10.261728	10.556371	7.209624	8.078032	7.460305	5.859752	8.074038	8.387089	8.825257	8.729183	5.129559	12.546197000000001	9.486776	10.589588000000001	8.636875999999999
En1	0	0	0	0	0	0	0	0	0	0	0	0.053524	0	0	0
En2	0.260553	0.171541	0.279204	0.328184	0.197555	0.245146	0.266776	0.272574	0.26211	0.508995	0.217503	0.690623	0.177725	0.177135	0.148579
Enah	39.145483	40.739899	39.727964	36.282003	42.374618	36.766778	41.060596	44.4238	22.986213	36.244119	37.928618	48.068015	49.102047	44.269554	38.468502
Enam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enc1	343.824696	334.546384	303.592558	436.866987	389.502611	404.453903	400.59633	389.886931	378.903803	309.399565	316.65587	278.502168	267.631305	263.319206	316.579377
Endod1	64.278347	86.43852000000001	45.327698999999996	38.946781	58.979645	59.809419999999996	81.891094	86.736399	36.756057	34.205027	62.058178	50.925	41.88153	39.938348000000005	58.072981
Endog	24.968339	26.325149	21.164686	28.878909	25.758891	24.359183	26.411339	26.074046	33.311595	27.837508	22.471373	19.242848	24.786046	22.340614	28.558041
Endou	3.300762	4.521669	3.8079229999999997	2.821507	4.631652	7.01527	3.686747	4.295449	3.360595	5.1283829999999995	4.283498	2.155359	6.957717000000001	3.910153	2.8919819999999996
Endov	31.090876	49.090449	36.088239	33.124863	41.391766000000004	41.027902	39.852112999999996	41.270341	15.823068000000001	33.535633	43.657165	42.397443	42.84747	44.142391	41.824993
Eng	25.179354	14.238963	36.617162	26.344912	25.104968	22.243461	19.393431	17.256016	25.82099	31.588278	23.216110999999998	30.632257	26.046484	30.153496999999998	24.081005
Engase	13.132952	14.779143	13.433747	9.199917000000001	14.271481000000001	18.166857	14.721853	15.316261	12.514856	11.306901	16.811948	10.941540999999999	13.691239	12.063449	15.26998
Enho	173.828488	179.302395	224.519521	193.304905	182.778905	160.36716	169.597045	214.267955	204.06852	184.870194	189.206919	230.418942	226.04202	236.180489	187.604364
Enkd1	11.126417	8.859724	11.962653	14.640059	14.8329	15.816373	12.683029	11.765068	17.827088	14.878718000000001	14.908271000000001	13.423499	13.988921	10.911857999999999	14.915634
Enkur	3.525206	3.375821	1.839789	3.276146	2.643642	2.744579	2.318032	2.090675	2.3658230000000002	3.645061	2.2307989999999998	4.173935	1.7155390000000001	2.123876	2.701617
Eno1	1450.6243339999999	1201.1374660000001	1186.7442819999999	1554.235723	1381.6376670000002	1546.3628410000001	1471.0508810000001	1258.581743	1554.061421	1428.9700420000001	1544.761498	1193.726601	1254.756505	1216.154573	1309.280522
Eno1b	1.796535	0.971879	2.156051	2.142723	1.078219	1.435584	1.316086	0.992751	2.664793	1.963919	1.901409	1.303157	1.058384	1.122344	1.604168
Eno2	1318.649849	1162.9899	1058.0963820000002	1418.862707	1367.319635	1449.819229	1548.4536759999999	1514.2948509999999	1156.323249	1195.468958	1370.019609	762.756263	894.4447680000001	797.012431	1170.024875
Eno3	12.882391	7.22152	8.911056	7.693119	11.558257	8.067947	7.957396	6.0568539999999995	9.723807	9.396151	8.733037	8.778856	7.384677	8.994964	7.255144
Eno4	1.84164	2.244594	1.723798	1.404862	1.941188	1.482793	1.497724	1.7409700000000001	1.26876	1.942653	1.9325459999999999	1.058957	1.006409	0.951517	1.474785
Enoph1	50.454499999999996	42.304412	40.638969	51.911567000000005	46.860605	50.327678999999996	48.958504	46.011646999999996	49.685173999999996	47.387313	46.415458	41.864082	39.7558	42.182502	48.110928
Enox1	12.087835	10.919521	14.074953	16.361658000000002	12.468853	14.831818	13.561366	15.020201	10.980983	13.934055	12.566881	11.443043	14.611237	9.987155999999999	11.813576
Enox2	8.161375	3.947363	4.680297	7.417621	7.647633	6.539598	8.603015000000001	5.357545	4.694248	7.489368	5.626415	6.046024	4.472482	6.991129	8.826836
Enpep	1.8297210000000002	1.321459	2.231775	1.130417	1.581308	1.711555	1.7348240000000001	2.133145	1.133752	1.575164	1.927192	1.8783029999999998	1.3353030000000001	2.214487	1.365752
Enpp1	1.48391	0.750468	0.95484	1.226049	0.8283809999999999	1.391697	1.0248300000000001	0.963541	0.951801	1.1152469999999999	0.96102	2.044174	0.8542190000000001	1.476431	1.362334
Enpp2	107.726618	600.091445	86.012439	104.386492	98.88386799999999	104.458251	101.58637399999999	110.736148	65.482732	99.680268	349.852728	102.943158	45.134309	77.630324	112.454404
Enpp3	0.113772	0.104049	0.118918	0.113149	0.69408	0.687607	0.107618	0.036448	0.17515	0.132406	0.49507199999999996	0.611556	0.129143	0.099918	0.18518099999999998
Enpp4	9.30297	9.135066	8.581821999999999	10.017157000000001	8.398356	7.35996	9.686215	10.084494	7.6611579999999995	9.938341000000001	8.759225	10.171520000000001	6.552132	7.9670369999999995	9.687107000000001
Enpp5	112.2372	100.554083	87.425127	105.116868	107.99963	104.837847	112.117471	113.61144399999999	89.317092	102.816014	108.486892	68.277033	68.70548600000001	66.26078600000001	94.702999
Enpp6	5.41382	2.509059	3.825679	5.07178	6.476571	7.144375999999999	4.491499	3.6674360000000004	4.709895	4.7271149999999995	3.541511	7.864146	3.502801	4.134818	7.105791
Enpp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensa	932.915718	1005.19223	935.851169	935.318311	937.57341	981.830682	984.8036099999999	975.1886039999999	1175.085696	961.432032	918.2481	808.6330429999999	782.8476069999999	798.548238	912.747773
ENSMUST00000022264	6.32566	7.104563	6.272948	6.973357	6.81403	5.90767	7.230778	8.014483	5.736608	7.339978	6.436126	6.590309	7.648922	7.384909	6.407726
ENSMUST00000022418	5.66889	5.275725	5.682575	0	7.969263	4.569018	4.89236	6.620781	10.644011	0	6.490652	5.86438	5.212733	4.795437	8.0966
ENSMUST00000022593	8.657781	9.926613	4.776864	5.94824	6.659939	11.875117	12.713579	12.317208	0.829897	6.436982	9.538154	6.268607	6.625156	4.367108	6.532729
ENSMUST00000026313	13.534592	12.319629	10.293803	7.93602	8.973823	15.167104	13.310648	12.459127	2.924385	6.22906	9.033351	8.780691	5.302798	4.958816	10.719837
ENSMUST00000026590	0	0.029354	0	0.014768	0.09424	0.046233	0	0.024486	0	0.088857	0	0	0.027423	0	0
ENSMUST00000031402	46.627021	46.314765	29.803549	44.631422	42.696204	50.520359	55.279757	42.935288	19.896138	45.643109	39.943456	30.195211	30.40455	26.904736	38.409109
ENSMUST00000034492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000041392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000042302	0.506157	0.804332	0	0	0	0	0.403394	0	0	0	0	1.15528	0	0.863857	0
ENSMUST00000046154	0.24654	0.642695	1.113014	1.50139	1.181318	0.933607	0.089345	1.837355	0.313473	0.796781	0	0.110113	0.138646	0.472512	1.075863
ENSMUST00000047057	108.216037	100.658727	106.007058	124.733453	108.025483	106.769262	104.132595	95.0749	120.336194	102.866385	108.014867	122.66824	119.794341	120.0585	112.820198
ENSMUST00000047993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000051100	17.674025	18.758219	14.734485	20.434859	16.502573	15.389173	18.068898	19.962098	14.011086	18.071435	15.410528	16.162476	12.019495	13.526624	16.702289
ENSMUST00000053308	0.548181	0	0.658075	0.450492	0.386016	0.38084	0.527169	0.188187	0	0.666637	0.472141	1.100983	0.559747	1.091157	0.607076
ENSMUST00000058347	0	0	0	0	0	0	0	0	0.151844	0	0	0	0	0	0
ENSMUST00000062451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002758
ENSMUST00000062917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000067410	0.034428	0	0	0	0	0	0	0	0	0.051158	0	0	0	0	0
ENSMUST00000067760	0.95241	0.632431	0.3507	0.158856	0	0.216616	0.204181	0.517388	3.185811	0.372751	0.196541	0.422812	0.072804	0.345111	0.848477
ENSMUST00000067854	17.248346	14.524428	14.580947	16.587517	17.214476	19.242566	16.356635	17.255211	18.152683	15.782644	16.495974	13.488567	13.769949	14.223561	16.502019
ENSMUST00000069922	32.945266	28.747132	29.530866	36.77079	35.712832	31.856217	32.624064	32.055562	29.80837	33.524121	32.533684	28.207392	24.724252	23.498461	29.383599
ENSMUST00000070437	0	0.284541	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000071277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000074366	0.241405	0.413951	0.210099	0.220957	0.173256	0.208666	0.295921	0.37399	0	0.162499	0.177132	0	0.220432	0.162185	0.324408
ENSMUST00000076936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000076951	2.068138	1.714934	2.177518	2.394576	2.042154	2.010873	1.886419	1.993091	1.615217	1.97023	1.849606	1.526418	1.840225	1.280724	1.868557
ENSMUST00000077235	9.19398	8.168447	9.614517	9.4822	10.03821	11.901003	9.91882	10.209774	16.118185	9.358298	8.466144	11.809428	10.617917	9.712639	11.880175
ENSMUST00000077582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000078156	0	0	0	0	0	0.322921	0	0	0	0	0	0	0	0	0
ENSMUST00000079235	0	1.469919	0	0	0	1.194657	0	0.673434	0	0.976984	1.212072	0.585507	0.997791	0	0.509786
ENSMUST00000080031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000084026	0	0	0.052557	0	0	0.031151	0.036483	0	0	0	0	0	0	0	0
ENSMUST00000085573	1.759513	0.528845	2.418366	2.31455	1.924369	2.492918	2.145249	2.059877	1.865921	2.831027	3.230872	2.772275	2.064146	2.510197	2.079435
ENSMUST00000088547	0	0	0	0	0	0	0.019135	0.01914	0	0	0	0	0	0.073788	0.023936
ENSMUST00000090103	0	0	0	0	0	0	0	0	7.943241	0	0	0	0	0	0
ENSMUST00000090663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000090942	8.952663	4.638665	6.443068	7.754573	6.976347	7.292654	8.111816	6.103522	3.602058	9.323074	7.55708	4.877762	6.385231	9.170537	8.358194
ENSMUST00000095364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000096106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000096171	0	0.155295	0	0.131783	0.073801	0.041153	0.309489	0.146198	0	0.323705	0.075282	0.141564	0.239532	0.096407	0.168128
ENSMUST00000096791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000096862	0	0	0	0.104303	0.064212	0	0	0	0.207212	0	0	0	0	0	0.133293
ENSMUST00000097043	4.353864	3.370437	2.989014	4.26544	4.655731	3.765376	4.27318	4.02928	1.2149	3.94168	3.667556	3.749912	3.767718	3.024862	4.20224
ENSMUST00000097490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000097671	0	0	0	0	0	0	0	0.065703	0	0	0	0	0	0	0.091527
ENSMUST00000097810	5.343699	4.132739	4.06501	11.044052	4.452587	4.711358	5.021264	4.77181	3.581775	10.331104	3.650742	8.680862	8.509782	14.600502	7.139749
ENSMUST00000097811	0	0	0	1.128738	0	0	0	0	0.23852	1.412054	0	0	0	0	0
ENSMUST00000097959	1.361132	1.06074	0.56688	0.667274	0.645933	0.851789	0.929001	0.778079	0.421431	0.916307	0.644601	0.610899	0.654816	0.947425	0.936092
ENSMUST00000098376	0.073662	0.312142	0.40718	0	0.571487	0.07285	0.099489	0.602874	0.126304	0.341377	0.798097	0.682775	0.225995	0.461033	0
ENSMUST00000099245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000099326	4.735378	3.797931	3.340714	2.880773	3.820012	6.067954	5.137152	4.430361	0.1362	4.223861	3.536406	3.772357	2.392488	3.796289	4.823259
ENSMUST00000099422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000100789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000100790	7.051811	9.736479	10.375053	11.384871	7.932925	5.803582	6.636029	9.199793	4.956902	12.321724	6.89127	11.170949	10.576392	12.093611	8.606982
ENSMUST00000100804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000100809	4.149142	1.317657	2.46548	1.360174	1.742719	1.258857	1.212956	1.225454	2.598362	3.165775	1.977998	2.376716	1.375533	1.319056	1.073802
ENSMUST00000100810	0	0	0	0.123154	0	0	0	0	0	0.020708	0.18301	0	0	0	0.147757
ENSMUST00000100818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000100819	11.706466	10.404862	7.686203	0	5.739539	10.919044	9.94545	6.370686	4.659182	0	12.117829	11.03794	10.691891	6.6012	9.221777
ENSMUST00000100872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000100893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000100904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000101010	0	0	0	0	0.334475	0	0	0	0.521443	0	0	0.697265	0	0	0
ENSMUST00000101082	0	0.321377	0	0	0	0.340492	0	0	0.060864	0	0	0	0.064939	0	0
ENSMUST00000101282	0	0	0	0	0	0	0	0	0	0	0	0.022561	0.04542	0	0
ENSMUST00000105765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000106626	0.243929	0	0	0	0	1.384927	0	1.247232	0	0	0	0	0	0	0
ENSMUST00000106994	0.441415	0.416458	0.284958	0	0	0.321075	0.159802	0.14832	0	0.442251	0.380596	0	1.305229	0	0
ENSMUST00000107987	0	10.630943	9.272442	0	8.806102	0	0	0	0	0	0	0	0	0	0
ENSMUST00000108506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000109158	9.766551	8.173966	6.460419	11.784888	9.1287	9.667108	9.947707	10.022345	12.078145	12.193095	10.300819	6.140479	6.791295	6.812941	8.001644
ENSMUST00000110576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000110997	0	0.105396	0	0.092622	0.211285	0.092172	0.174253	0.087698	0.110778	0.125892	0.168251	0.203851	0.225966	0.198726	0.122277
ENSMUST00000111210	0.198174	0.117848	0.440147	0.353186	0.126001	0.188557	0.272311	0.311114	0.383988	0.388169	0.126727	0	0.499714	0.506852	0.328575
ENSMUST00000111306	0	0	0	0	0	0	0	0	0	0.204362	0	0	0	0	0
ENSMUST00000111360	0	0	0	0.157658	0	0	0	0	0	0.0352	0	0.043852	0	0	0
ENSMUST00000111364	0	0	0	0	0	0	0	0	0	0.303008	0	0	0	0	0
ENSMUST00000111423	0.04418	0	0.053396	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000112778	0	0	0	0.117551	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000112792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000112801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000115119	0.084811	0.047326	0	0.024014	0	0.075436	0	0.038425	0	0	0	0.04068	0	0	0
ENSMUST00000115341	0.194491	1.316021	0.646996	0.085098	0.169717	0.147652	0.191493	0.177894	0.385696	0.103627	0.154871	0	0.584994	0	0
ENSMUST00000115610	0.676773	0.87982	0.119649	1.279334	0.298743	2.122464	0.563043	0.110344	0.483821	0.675427	1.217829	0.111146	0.507296	0.303288	0.098835
ENSMUST00000115612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000115613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000115614	2.276983	2.460943	1.87845	3.791605	4.149766	3.367943	3.270649	0	0	1.72801	3.451176	3.136047	0	0	5.266075
ENSMUST00000115902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000115904	0	0	0	0	0.446616	0.662309	0	0.612202	0	0.25518	0	0	0	0	0
ENSMUST00000115907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000115912	1.960389	0	0.857174	2.450891	0	1.509382	0	0	0	4.084433	0	0	0	0	0
ENSMUST00000115924	0.043088	0.084562	0	0.126311	0.136532	0	0	0.109012	0	0.057513	0.069541	0.159723	0.042785	0.047051	0
ENSMUST00000115928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000115931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000115964	1.327634	1.78215	1.546778	1.388776	1.593778	1.369365	1.218863	1.592961	1.32572	1.613261	1.410457	1.699417	2.020915	2.004603	1.493434
ENSMUST00000117354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000117970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000118540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000118961	0	0	1.00729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000119888	2.280345	3.511883	1.564757	2.477708	2.14464	1.523886	2.746334	2.024715	1.342221	4.363623	0.230057	1.735985	3.596443	1.255415	1.738374
ENSMUST00000121051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204669
ENSMUST00000123025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000123572	1.185947	0.574667	0.459504	0.44647	0.725667	0.456092	1.567726	0	0	0.778369	1.355066	0.860735	0.920146	0.737716	0.162321
ENSMUST00000123846	0.683346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000124526	0	0	0	0	0.141273	0.236474	0.19713	0.423315	0	0.252777	0.202202	0.188792	0.193503	0	0.609675
ENSMUST00000124547	2.056361	1.049123	1.447415	1.447505	0.929287	1.910026	2.515207	1.647837	0	2.350226	3.717044	2.563758	2.575148	2.963906	2.358502
ENSMUST00000124669	0	0.245941	0	0.13054	0	0	0.690151	0	0	0.156216	0	0	0.212801	0.4711	0
ENSMUST00000124911	0	0	0	0	0	0	0	0	0	0.402014	0	0	0	0	0
ENSMUST00000126183	0.30493	0.33154	0.544354	0.737022	1.036555	0.279365	0.147935	0	0.161208	1.242029	0.31007	0.663439	1.047807	0.149932	0
ENSMUST00000126244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000126393	0	0	0	0	0	0	0	0	0	0.425176	0	0	0	0	0
ENSMUST00000127664	0	0	0	0.270278	0	0	0	0.241653	0	0	0	0	0.313523	0	0
ENSMUST00000128258	0.651236	0.191544	0.402647	0.696819	0.481445	0.656432	0.549564	0.54631	0.517258	0.529849	0.41985	0.514521	0.699319	0.494342	0.659981
ENSMUST00000131419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000132475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000134290	0	0	0	0.340292	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000134439	0	0	0	0	0	0	0	0.066433	0	0	0	0	0	0	0
ENSMUST00000134693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000135753	0.010242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000137028	0	0.175836	0.607866	0.281757	0.175597	0.541813	0.174353	0.185852	0	0.418067	0.395908	0	0	0	0.199815
ENSMUST00000137195	0	0.133847	0	0	0	0	0	0.914151	0	0	0	0	0	0	0
ENSMUST00000137750	0.411168	0.389629	0.519123	0.443957	0.6325	1.003553	0	1.767291	0	1.439665	0	0.885817	1.234147	0	0.656989
ENSMUST00000139225	0.480387	0.274228	0.129324	0.391256	0.228085	0.27143	0.186645	0.086786	0.25601	0.303146	0.339362	0.089138	0.503749	0.410157	0.348428
ENSMUST00000139234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000141778	0	1.768551	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000142355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000142378	1.271463	0.961192	0.822778	0.833719	0.768097	1.160529	0.615333	0.957603	0.024547	0.557515	1.315325	0.85284	0.579711	0.797752	0.71644
ENSMUST00000142917	5.034397	5.065462	4.263467	3.460334	4.907924	6.383733	5.195845	6.072736	0	0	6.589063	4.047012	5.49468	4.707525	4.754339
ENSMUST00000143297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000143994	1.082571	0.648874	0.989742	0.584295	0.907262	0.170289	0.875154	1.095647	0	0.13032	0.585318	0.492515	0.712942	1.003644	1.081971
ENSMUST00000144030	0.244375	0.211453	0.196297	0.04351	0	0.049057	0.472849	0.175292	0	0.031223	0.391517	0.047891	0.184214	0.058999	0.135067
ENSMUST00000144716	0.029844	0.204619	0.036129	0.106746	0.117118	0	0.051961	0.068036	0.050055	0.12603	0.050682	0.083549	0.022509	0.029171	0.187722
ENSMUST00000144723	1.092283	0.984748	0.52304	0.595767	1.179182	0.621634	0.36577	0.549425	0.390139	1.402619	0.685744	0.224162	1.135265	0.685473	0.225068
ENSMUST00000146492	13.393798	16.041424	13.294031	0	16.963809	24.63264	19.01839	21.522461	0	0	14.944385	8.338971	9.921735	12.721586	14.701756
ENSMUST00000147735	0	0	0	0	0	0	0	0	0.394527	0	0	0	0	0	0
ENSMUST00000148113	0	0	0	0	0	0	0	0	0	0	0	0.036327	0	0	0
ENSMUST00000148471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000149630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000149714	0	1.242401	0	0.977515	0.166063	0.238708	0.283119	0	2.503804	0.271843	0.424709	0	0	0.442108	1.05001
ENSMUST00000149773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000150253	1.513687	5.654877	3.423489	0	0	0	0	4.187258	6.795718	2.257774	0	3.591781	4.41195	3.745179	0
ENSMUST00000150484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000152132	0.814185	0.443811	0.477399	0.563802	0.295683	1.272981	0.403186	0.586514	0.305622	0.540491	1.267554	0.48336	0.145976	0	0.296794
ENSMUST00000152387	0	0.228446	0	0	0	0.353433	0.267771	0	0	0	0.260276	0.117412	0	0	0
ENSMUST00000154498	50.239448	54.586489	64.909859	68.184391	71.722795	88.176991	74.615115	104.940781	41.418392	60.842364	62.403024	43.341185	66.430549	56.927215	60.485281
ENSMUST00000154625	0.638117	0.482156	0.407694	0.58883	0.547629	0.444636	0.574372	0.459166	0.860742	0.496036	0.695405	0.181435	0.76942	0.35348	0.709224
ENSMUST00000154782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000154921	1.190097	0.528297	1.085056	0	0.601985	0	0.508032	0	0	0	1.141569	0.786349	0	1.128885	0
ENSMUST00000155239	0	0.145175	0	0	0	0	0	0	0	0.088604	0	0.475132	0	0	0
ENSMUST00000155501	0	0	0	0.420115	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000155548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000155727	0	0	0	0	0	0	3.505134	0	0	0	0	0	0	2.638979	0
ENSMUST00000156525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493983
ENSMUST00000159476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
